Epoch Train_Loss Validation_Loss
1356 6.386 6.523
1357 6.368 6.622
1358 6.270 6.566
1359 6.325 6.523
1360 6.365 6.552
1361 6.303 6.546
1362 6.223 6.542
1363 6.321 6.544
1364 6.237 6.546
1365 6.273 6.559
1366 6.216 6.538
1367 6.428 6.675
1368 6.157 6.524
1369 6.307 6.596
1370 6.409 6.607
1371 6.287 6.624
1372 6.301 6.614
1373 6.311 6.600
1374 6.164 6.626
1375 6.288 6.563
1376 6.263 6.609
1377 6.375 6.517
1378 6.284 6.740
1379 6.299 6.656
1380 6.159 6.635
1381 6.122 6.615
1382 6.286 6.629
1383 6.312 6.641
1384 6.267 6.594
1385 6.250 6.574
1386 6.294 6.566
1387 6.303 6.587
1388 6.322 6.627
1389 6.285 6.590
1390 6.281 6.676
1391 6.329 6.555
1392 6.168 6.577
1393 6.242 6.569
1394 6.230 6.702
1395 6.412 6.604
1396 6.366 6.541
1397 6.222 6.619
1398 6.199 6.538
1399 6.358 6.549
1400 6.246 6.641
1401 6.321 6.660
1402 6.279 6.583
1403 6.235 6.590
1404 6.314 6.601
1405 6.286 6.604
1406 6.245 6.602
1407 6.323 6.484
1408 6.286 6.521
1409 6.154 6.544
1410 6.224 6.525
1411 6.184 6.538
1412 6.174 6.580
1413 6.209 6.584
1414 6.215 6.596
1415 6.285 6.699
1416 6.246 6.597
1417 6.183 6.655
1418 6.349 6.687
1419 6.194 6.645
1420 6.365 6.631
1421 6.286 6.565
1422 6.322 6.583
1423 6.135 6.629
1424 6.342 6.611
1425 6.154 6.575
1426 6.232 6.483
1427 6.393 6.609
1428 6.245 6.533
1429 6.184 6.570
1430 6.299 6.595
1431 6.288 6.562
1432 6.360 6.695
1433 6.239 6.603
1434 6.291 6.634
1435 6.296 6.629
1436 6.270 6.614
1437 6.125 6.563
1438 6.191 6.553
1439 6.296 6.583
1440 6.343 6.559
1441 6.261 6.584
1442 6.218 6.641
1443 6.267 6.628
1444 6.118 6.616
1445 6.267 6.592
1446 6.103 6.557
1447 6.219 6.549
1448 6.156 6.553
1449 6.127 6.491
1450 6.428 6.580
1451 6.287 6.590
1452 6.330 6.583
1453 6.098 6.661
1454 6.151 6.536
1455 6.149 6.568
1456 6.215 6.586
1457 6.300 6.594
1458 6.336 6.557
1459 6.169 6.570
1460 6.286 6.581
1461 6.137 6.560
1462 6.290 6.559
1463 6.276 6.650
1464 6.253 6.538
1465 6.202 6.563
1466 6.285 6.662
1467 6.209 6.629
1468 6.168 6.584
1469 6.261 6.516
1470 6.302 6.517
1471 6.253 6.755
1472 6.249 6.576
1473 6.279 6.577
1474 6.387 6.661
1475 6.303 6.623
1476 6.219 6.628
1477 6.292 6.626
1478 6.367 6.609
1479 6.166 6.628
1480 6.273 6.598
1481 6.345 6.700
1482 6.255 6.661
1483 6.307 6.627
1484 6.221 6.639
1485 6.280 6.676
1486 6.322 6.634
1487 6.252 6.668
1488 6.337 6.650
1489 6.229 6.680
1490 6.281 6.613
1491 6.270 6.638
1492 6.199 6.615
1493 6.216 6.560
1494 6.281 6.658
1495 6.162 6.686
1496 6.231 6.622
1497 6.228 6.570
1498 6.241 6.691
1499 6.232 6.611
1500 6.303 6.621
1501 6.160 6.565
1502 6.322 6.675
1503 6.248 6.648
1504 6.238 6.618
1505 6.308 6.567
1506 6.221 6.625
1507 6.297 6.667
1508 6.234 6.590
1509 6.220 6.674
1510 6.179 6.593
1511 6.034 6.583
1512 6.313 6.620
1513 6.256 6.633
1514 6.114 6.683
1515 6.141 6.647
1516 6.169 6.567
1517 6.187 6.670
1518 6.274 6.639
1519 6.252 6.527
1520 6.288 6.610
1521 6.262 6.639
1522 6.165 6.569
1523 6.276 6.566
1524 6.303 6.527
1525 6.221 6.533
1526 6.208 6.659
1527 6.171 6.642
1528 6.183 6.495
1529 6.209 6.590
1530 6.264 6.674
1531 6.177 6.704
1532 6.103 6.551
1533 6.151 6.594
1534 6.210 6.514
1535 6.212 6.618
1536 6.145 6.669
1537 6.137 6.634
1538 6.103 6.666
1539 6.226 6.670
1540 6.190 6.654
1541 6.276 6.667
1542 6.195 6.573
1543 6.292 6.661
1544 6.164 6.637
1545 6.104 6.592
1546 6.152 6.615
1547 6.204 6.587
1548 6.165 6.686
1549 6.188 6.610
1550 6.188 6.592
1551 6.096 6.532
1552 6.176 6.671
1553 6.100 6.645
1554 6.117 6.550
1555 6.116 6.546
1556 6.193 6.675
1557 6.144 6.677
1558 6.185 6.623
1559 6.128 6.548
1560 6.196 6.598
1561 6.221 6.582
1562 6.204 6.640
1563 6.159 6.512
1564 6.256 6.527
1565 6.189 6.568
1566 6.114 6.566
1567 6.175 6.518
1568 6.059 6.603
1569 6.124 6.569
1570 6.160 6.612
1571 6.171 6.600
1572 6.018 6.509
1573 6.255 6.482
1574 6.287 6.603
1575 6.157 6.494
1576 6.023 6.471
1577 6.072 6.527
1578 6.232 6.580
1579 6.200 6.584
1580 6.033 6.612
1581 6.187 6.578
1582 6.118 6.590
1583 6.129 6.551
1584 6.026 6.564
1585 6.189 6.626
1586 6.077 6.542
1587 6.115 6.610
1588 6.045 6.580
1589 6.327 6.595
1590 6.076 6.559
1591 6.021 6.575
1592 6.211 6.619
1593 6.001 6.535
1594 6.086 6.525
1595 6.247 6.708
1596 6.085 6.594
1597 6.102 6.555
1598 6.245 6.617
1599 6.256 6.500
1600 6.134 6.565
1601 6.137 6.552
1602 6.001 6.564
1603 6.141 6.622
1604 6.090 6.584
1605 6.222 6.554
1606 6.168 6.528
1607 6.268 6.504
1608 6.146 6.611
1609 6.160 6.574
1610 6.235 6.511
1611 6.085 6.559
1612 6.203 6.501
1613 6.197 6.670
1614 6.162 6.537
1615 6.111 6.536
1616 6.149 6.608
1617 6.037 6.552
1618 6.046 6.562
1619 6.137 6.540
1620 6.106 6.661
1621 6.211 6.600
1622 6.135 6.634
1623 6.151 6.541
1624 6.026 6.564
1625 6.206 6.603
1626 6.104 6.548
1627 6.223 6.575
1628 6.089 6.565
1629 6.055 6.633
1630 6.135 6.569
1631 6.198 6.619
1632 6.145 6.554
1633 6.223 6.565
1634 6.181 6.590
1635 6.143 6.590
1636 6.141 6.547
1637 6.254 6.522
1638 6.095 6.608
1639 6.294 6.488
1640 6.034 6.546
1641 6.084 6.599
1642 6.135 6.556
1643 6.191 6.647
1644 6.071 6.588
1645 6.108 6.551
1646 6.161 6.599
1647 6.033 6.610
1648 6.217 6.641
1649 6.063 6.537
1650 6.156 6.544
1651 6.057 6.596
1652 6.080 6.629
1653 5.937 6.532
1654 6.092 6.591
1655 6.150 6.561
1656 6.007 6.576
1657 6.130 6.540
1658 6.207 6.558
1659 6.077 6.569
1660 6.120 6.565
1661 6.162 6.482
1662 6.094 6.474
1663 6.067 6.479
1664 6.119 6.516
1665 6.104 6.533
1666 6.034 6.441
1667 6.126 6.556
1668 6.130 6.574
1669 6.158 6.620
1670 6.255 6.641
1671 6.120 6.598
1672 6.106 6.595
1673 6.017 6.555
1674 6.059 6.527
1675 6.057 6.533
1676 6.144 6.619
1677 6.170 6.616
1678 6.177 6.543
1679 6.156 6.516
1680 6.110 6.470
1681 6.002 6.494
1682 6.078 6.473
1683 6.111 6.467
1684 6.145 6.532
1685 6.196 6.501
1686 5.989 6.496
1687 5.993 6.476
1688 6.131 6.479
1689 6.161 6.588
1690 6.031 6.565
1691 6.085 6.523
1692 5.969 6.558
1693 6.017 6.572
1694 6.132 6.574
1695 6.106 6.605
1696 6.137 6.572
1697 6.028 6.558
1698 6.090 6.556
1699 6.169 6.581
1700 6.075 6.489
1701 5.904 6.552
1702 6.124 6.561
1703 6.179 6.606
1704 6.248 6.520
1705 6.027 6.561
1706 5.956 6.515
1707 6.102 6.486
1708 6.169 6.540
1709 6.169 6.551
1710 6.175 6.585
1711 6.122 6.591
1712 6.136 6.553
1713 6.160 6.580
1714 6.281 6.549
1715 6.101 6.616
1716 6.134 6.640
1717 6.131 6.657
1718 5.998 6.742
1719 6.109 6.578
1720 6.078 6.612
1721 6.079 6.644
1722 6.157 6.539
1723 6.082 6.522
1724 6.076 6.590
1725 6.097 6.615
1726 5.976 6.505
1727 6.087 6.483
1728 6.149 6.532
1729 6.156 6.638
1730 6.006 6.540
1731 6.071 6.549
1732 6.081 6.530
1733 6.177 6.602
1734 5.998 6.570
1735 6.035 6.581
1736 5.969 6.579
1737 6.096 6.674
1738 6.072 6.615
1739 6.157 6.616
1740 6.088 6.517
1741 6.070 6.651
1742 6.075 6.529
1743 6.134 6.564
1744 6.194 6.637
1745 6.086 6.527
1746 6.083 6.635
1747 6.241 6.642
1748 6.090 6.631
1749 6.138 6.571
1750 6.043 6.580
1751 6.017 6.628
1752 5.969 6.635
1753 5.986 6.683
1754 6.084 6.614
1755 5.931 6.639
1756 6.034 6.581
1757 5.963 6.646
1758 6.122 6.572
1759 6.085 6.619
1760 6.040 6.535
1761 6.016 6.561
1762 6.048 6.572
1763 6.000 6.624
1764 6.166 6.620
1765 6.060 6.594
1766 6.076 6.570
1767 6.167 6.583
1768 6.019 6.566
1769 6.156 6.529
1770 6.088 6.594
1771 6.111 6.571
1772 6.079 6.556
1773 6.026 6.528
1774 6.166 6.475
1775 5.952 6.537
1776 6.082 6.506
1777 6.104 6.478
1778 6.163 6.662
1779 6.088 6.523
1780 6.016 6.602
1781 6.192 6.519
1782 6.025 6.549
1783 6.096 6.604
1784 6.000 6.634
1785 6.051 6.547
1786 6.183 6.553
1787 5.939 6.630
1788 5.974 6.540
1789 6.182 6.604
1790 6.102 6.554
1791 6.049 6.579
1792 6.073 6.559
1793 6.026 6.547
1794 6.129 6.581
1795 6.059 6.604
1796 6.083 6.468
1797 6.044 6.579
1798 5.994 6.583
1799 6.154 6.419
1800 5.936 6.535
1801 5.933 6.506
1802 5.968 6.489
1803 6.101 6.482
1804 6.263 6.615
1805 6.148 6.500
1806 6.057 6.524
1807 6.028 6.539
1808 6.125 6.564
1809 6.094 6.508
1810 6.009 6.553
1811 5.992 6.498
1812 5.899 6.495
1813 6.069 6.586
1814 6.118 6.528
1815 6.124 6.526
1816 6.068 6.551
1817 6.035 6.561
1818 6.076 6.588
1819 6.004 6.590
1820 6.068 6.584
1821 6.115 6.671
1822 6.036 6.528
1823 5.980 6.467
1824 6.154 6.591
1825 6.024 6.543
1826 6.143 6.582
1827 5.924 6.603
1828 6.080 6.593
1829 6.032 6.573
1830 6.031 6.633
1831 6.099 6.539
1832 6.114 6.483
1833 6.080 6.558
1834 6.165 6.592
1835 5.885 6.512
1836 6.164 6.542
1837 5.994 6.569
1838 6.064 6.606
1839 6.015 6.604
1840 6.141 6.553
1841 5.983 6.590
1842 6.009 6.606
1843 6.012 6.616
1844 6.000 6.716
1845 5.999 6.544
1846 6.195 6.584
1847 6.056 6.551
1848 5.923 6.619
1849 6.047 6.599
1850 6.057 6.670
1851 6.051 6.612
1852 6.071 6.527
1853 6.137 6.551
1854 6.084 6.499
1855 6.127 6.540
1856 6.063 6.650
1857 6.052 6.621
1858 6.221 6.541
1859 5.964 6.528
1860 5.923 6.540
1861 5.951 6.513
1862 6.083 6.598
1863 6.029 6.556
1864 5.979 6.497
1865 5.992 6.511
1866 5.999 6.581
1867 6.029 6.526
1868 6.030 6.579
1869 5.990 6.545
1870 6.047 6.526
1871 5.906 6.540
1872 5.983 6.535
1873 6.008 6.473
1874 5.945 6.480
1875 5.987 6.521
1876 6.013 6.524
1877 5.954 6.502
1878 6.054 6.444
1879 6.046 6.579
1880 5.974 6.528
1881 5.999 6.515
1882 6.047 6.471
1883 5.871 6.573
1884 6.005 6.565
1885 6.136 6.604
1886 5.938 6.533
1887 6.000 6.536
1888 6.022 6.535
1889 6.018 6.533
1890 5.922 6.504
1891 5.929 6.523
1892 5.960 6.460
1893 6.025 6.577
1894 6.084 6.463
1895 5.909 6.533
1896 5.978 6.549
1897 5.805 6.515
1898 6.039 6.543
1899 5.994 6.540
1900 6.011 6.589
1901 5.945 6.602
1902 5.986 6.567
1903 6.014 6.568
1904 6.027 6.568
1905 6.046 6.608
1906 5.949 6.518
1907 6.052 6.495
1908 6.013 6.537
1909 5.981 6.621
1910 6.041 6.505
1911 6.032 6.517
1912 6.105 6.568
1913 5.789 6.541
1914 5.951 6.571
1915 6.145 6.488
1916 6.008 6.510
1917 5.972 6.549
1918 5.878 6.513
1919 6.010 6.532
1920 5.971 6.506
1921 5.916 6.516
1922 5.933 6.594
1923 5.964 6.546
1924 6.025 6.592
1925 6.047 6.581
1926 5.979 6.562
1927 5.881 6.576
1928 5.902 6.587
1929 5.893 6.571
1930 6.097 6.571
1931 6.042 6.518
1932 5.928 6.574
1933 5.972 6.568
1934 6.027 6.569
1935 5.915 6.562
1936 6.037 6.524
1937 5.941 6.516
1938 6.209 6.484
1939 5.991 6.597
1940 5.941 6.584
1941 5.986 6.560
1942 5.956 6.609
1943 5.901 6.578
1944 5.941 6.491
1945 5.961 6.565
1946 5.789 6.653
1947 5.988 6.556
1948 6.041 6.579
1949 6.034 6.624
1950 5.910 6.561
1951 5.998 6.596
1952 5.923 6.535
1953 6.046 6.632
1954 6.017 6.537
1955 6.006 6.616
1956 5.858 6.576
1957 5.965 6.594
1958 5.898 6.510
1959 6.152 6.615
1960 5.992 6.590
1961 6.002 6.550
1962 6.043 6.542
1963 5.984 6.561
1964 5.986 6.567
1965 5.927 6.503
1966 5.982 6.552
1967 5.940 6.495
1968 5.944 6.621
1969 5.998 6.603
1970 5.969 6.562
1971 5.995 6.570
1972 6.034 6.578
1973 5.874 6.562
1974 5.892 6.547
1975 5.894 6.598
1976 6.003 6.631
1977 6.061 6.597
1978 5.959 6.593
1979 5.958 6.637
1980 6.091 6.575
1981 5.906 6.629
1982 5.890 6.546
1983 5.897 6.524
1984 5.892 6.561
1985 5.988 6.670
1986 5.887 6.599
1987 5.878 6.585
1988 5.869 6.530
1989 6.015 6.564
1990 5.955 6.625
1991 5.887 6.537
1992 5.866 6.562
1993 6.007 6.591
1994 5.917 6.569
1995 5.872 6.557
1996 5.933 6.484
1997 6.082 6.542
1998 5.951 6.547
1999 5.913 6.607
2000 5.971 6.582
2001 5.997 6.659
2002 5.947 6.651
2003 5.924 6.655
2004 5.955 6.576
2005 6.044 6.648
2006 5.913 6.591
2007 5.777 6.556
2008 6.116 6.572
2009 6.008 6.555
2010 5.952 6.547
2011 5.936 6.594
2012 5.963 6.655
2013 5.951 6.505
2014 5.938 6.584
2015 5.963 6.649
2016 5.947 6.542
2017 5.955 6.550
2018 6.077 6.595
2019 5.929 6.614
2020 5.864 6.661
2021 5.927 6.585
2022 6.050 6.663
2023 5.930 6.610
2024 5.987 6.505
2025 5.782 6.583
2026 5.831 6.560
2027 5.988 6.572
2028 6.007 6.721
2029 6.020 6.697
2030 5.865 6.670
2031 5.965 6.669
2032 5.875 6.571
2033 5.969 6.627
2034 5.953 6.621
2035 5.979 6.587
2036 5.887 6.582
2037 6.012 6.574
2038 5.914 6.513
2039 5.962 6.522
2040 5.811 6.692
2041 6.007 6.572
2042 5.868 6.692
2043 5.935 6.610
2044 6.059 6.545
2045 5.924 6.473
2046 5.838 6.553
2047 5.998 6.622
2048 5.887 6.555
2049 5.898 6.619
2050 5.932 6.498
2051 5.945 6.534
2052 5.894 6.453
2053 5.796 6.558
2054 5.937 6.516
2055 5.841 6.576
2056 5.933 6.537
2057 5.986 6.548
2058 5.914 6.540
2059 5.884 6.674
2060 5.955 6.570
2061 5.850 6.615
2062 5.872 6.565
2063 5.869 6.619
2064 5.944 6.576
2065 5.904 6.565
2066 5.952 6.648
2067 5.882 6.635
2068 5.930 6.575
2069 5.814 6.616
2070 5.839 6.629
2071 6.013 6.613
2072 5.988 6.660
2073 5.916 6.644
2074 5.922 6.657
2075 5.922 6.609
2076 5.811 6.675
2077 5.964 6.594
2078 5.823 6.637
2079 5.889 6.618
2080 5.868 6.566
2081 5.949 6.541
2082 5.846 9.146
2083 5.926 6.601
2084 5.866 6.527
2085 5.899 6.590
2086 5.921 6.680
2087 5.896 6.587
2088 5.936 6.557
2089 5.950 6.518
2090 5.859 6.528
2091 5.814 6.538
2092 5.811 6.627
2093 5.852 6.583
2094 6.003 6.583
2095 5.868 6.495
2096 5.790 6.537
2097 5.893 6.541
2098 5.903 6.617
2099 6.056 6.612
2100 5.899 6.590
2101 5.943 6.564
2102 5.899 6.534
2103 5.869 6.554
2104 5.936 6.585
2105 5.835 6.537
2106 6.056 6.525
2107 5.817 6.519
2108 5.961 6.538
2109 5.902 6.551
2110 5.960 6.521
2111 5.851 6.562
2112 5.857 6.586
2113 5.859 6.521
2114 5.911 6.537
2115 5.911 6.617
2116 5.858 6.552
2117 5.982 6.536
2118 5.940 6.510
2119 5.879 6.685
2120 5.863 6.610
2121 5.891 6.545
2122 5.879 6.565
2123 6.037 6.524
2124 5.937 6.505
2125 6.050 6.518
2126 5.876 6.503
2127 5.894 6.520
2128 5.928 6.503
2129 5.860 6.614
2130 5.964 6.528
2131 5.831 6.509
2132 5.871 6.542
2133 5.905 6.479
2134 5.990 6.492
2135 5.924 6.463
2136 5.884 6.559
2137 5.841 6.486
2138 5.799 6.578
2139 5.985 6.568
2140 5.788 6.556
2141 5.930 6.499
2142 5.910 6.534
2143 5.898 6.497
2144 5.950 6.625
2145 5.831 6.603
2146 5.896 6.590
2147 5.836 6.538
2148 5.946 6.590
2149 6.051 6.580
2150 5.910 6.598
2151 5.903 6.546
2152 5.789 6.596
2153 5.783 6.587
2154 5.924 6.612
2155 5.908 6.549
2156 5.971 6.562
2157 5.731 6.572
2158 5.861 6.545
2159 5.764 6.479
2160 5.954 6.533
2161 5.747 6.640
2162 5.977 6.619
2163 5.918 6.522
2164 5.827 6.578
2165 5.764 6.569
2166 5.929 6.532
2167 5.824 6.534
2168 5.821 6.565
2169 5.832 6.518
2170 5.831 6.548
2171 5.949 6.582
2172 5.812 6.643
2173 5.872 6.597
2174 5.909 6.607
2175 5.853 6.570
2176 5.825 6.568
2177 5.927 6.523
2178 5.878 6.498
2179 6.028 6.508
2180 6.048 6.507
2181 5.801 6.565
2182 5.732 6.478
2183 5.918 6.476
2184 5.920 6.499
2185 5.793 6.519
2186 5.868 6.526
2187 6.007 6.523
2188 5.771 6.532
2189 5.944 6.544
2190 5.763 6.580
2191 5.954 6.594
2192 5.828 6.655
2193 5.835 6.553
2194 5.860 6.538
2195 5.826 6.528
2196 5.879 6.576
2197 5.839 6.563
2198 5.868 6.542
2199 5.896 6.562
2200 5.884 6.496
2201 5.854 6.573
2202 5.860 6.519
2203 5.792 6.507
2204 5.849 6.478
2205 5.853 6.578
2206 5.853 6.517
2207 5.916 6.537
2208 5.840 6.496
2209 6.011 6.480
2210 5.793 6.460
2211 5.824 6.432
2212 6.026 6.613
2213 5.864 6.533
2214 5.685 6.460
2215 5.890 6.522
2216 5.921 6.536
2217 5.835 6.509
2218 5.929 6.495
2219 5.872 6.506
2220 5.790 6.515
2221 5.866 6.514
2222 5.854 6.521
2223 5.884 6.519
2224 5.771 6.473
2225 5.780 6.461
2226 5.934 6.571
2227 5.848 6.480
2228 5.830 6.575
2229 5.804 6.512
2230 5.745 6.598
2231 5.708 6.563
2232 5.986 6.582
2233 5.812 6.530
2234 5.884 6.565
2235 5.819 6.578
2236 5.919 6.664
2237 5.716 6.581
2238 5.768 6.590
2239 5.847 6.546
2240 5.766 6.595
2241 5.980 6.530
2242 5.850 6.506
2243 5.819 6.520
2244 5.851 6.502
2245 5.819 6.604
2246 5.783 6.559
2247 5.863 6.552
2248 5.889 6.624
2249 5.676 6.559
2250 5.916 6.550
2251 5.833 6.522
2252 5.981 6.579
2253 5.749 6.556
2254 5.887 6.534
2255 5.845 6.522
2256 5.859 6.545
2257 5.704 6.594
2258 5.811 6.667
2259 5.885 6.541
2260 5.952 6.547
2261 5.779 6.549
2262 5.730 6.552
2263 5.799 6.547
2264 5.751 6.524
2265 5.956 6.468
2266 5.783 6.529
2267 5.897 6.470
2268 5.706 6.547
2269 5.783 6.465
2270 5.643 6.495
2271 5.780 6.485
2272 5.809 6.523
2273 5.824 6.520
2274 5.760 6.559
2275 5.839 6.527
2276 5.744 6.604
2277 5.741 6.548
2278 5.765 6.479
2279 5.863 6.485
2280 5.899 6.508
2281 5.829 6.505
2282 5.666 6.498
2283 5.853 6.503
2284 5.773 6.488
2285 5.828 6.482
2286 5.801 6.533
2287 5.800 6.501
2288 5.781 6.486
2289 5.801 6.452
2290 5.706 6.568
2291 5.918 6.501
2292 5.756 6.489
2293 5.810 6.476
2294 5.911 6.501
2295 5.800 6.496
2296 5.753 6.515
2297 5.736 6.473
2298 5.821 6.522
2299 5.861 6.524
Training complete! Best validation at epoch 1799. Validation loss: 6.419, Test loss: 6.486
